Customer_ID,PAN,Passport_Number,Driving_Licence,Voter_ID,KYC_Status,Face_Match_Score,OCR_Match_Score,Liveness_Score,Address_Match_Score
CUST_00000477,NCPIX1490B,N/A,WB6720176464523,BKG7176504,VERIFIED,0.94,0.99,0.93,0.77
CUST_00000478,SHKVT3756N,Z1128711,WB8520152381528,XUF0608422,VERIFIED,0.96,0.95,0.88,0.81
CUST_00000479,HLUSO5712H,L5737537,TS2020212156763,DHJ6023527,VERIFIED,0.94,0.89,0.88,0.79
CUST_00000480,TZKQE3183L,M8415180,N/A,YII2277634,VERIFIED,0.87,0.99,0.91,0.8
CUST_00000481,XXVVU5226M,N/A,N/A,N/A,VERIFIED,0.97,0.99,0.97,0.9
CUST_00000482,QYNHZ8507O,N/A,TN3220143064940,RQG6406501,VERIFIED,0.94,0.93,0.94,0.94
CUST_00000483,VBXNB2554R,Z0704440,N/A,PPH0497465,VERIFIED,0.91,0.93,0.97,0.81
CUST_00000484,QTZGK2634J,N/A,TS3420238928668,GHO3499439,VERIFIED,0.93,0.92,0.83,0.81
CUST_00000485,MEBLH9465F,G7725351,N/A,N/A,VERIFIED,0.95,0.92,0.93,0.94
CUST_00000486,HPOEE7786F,N/A,GJ6720179986297,UUH9483133,VERIFIED,0.99,0.88,0.92,0.9
CUST_00000487,TLLKK7493Z,N/A,DL5920224600436,N/A,VERIFIED,0.94,0.91,0.87,0.88
CUST_00000488,ASFSH3373R,X1258123,UP9320197883140,YYU3972950,VERIFIED,0.96,0.99,0.83,0.84
CUST_00000489,BINLH4809X,N8855543,TS7220184889206,RDU8679377,VERIFIED,0.87,0.91,0.82,0.94
CUST_00000490,FIFJF9269E,N/A,KA8320167169424,KMB5950405,VERIFIED,0.98,0.93,0.83,0.76
CUST_00000491,UUMOQ7597R,N/A,DL6620231471870,OMQ1068489,VERIFIED,0.85,0.97,0.87,0.76
CUST_00000492,DIEOL7798M,N/A,TS0120196542234,N/A,VERIFIED,0.89,0.97,0.86,0.96
CUST_00000493,AFLGF6346Y,S9875113,KA0420180661905,UOY3322342,VERIFIED,0.97,0.98,0.86,0.8
CUST_00000494,YFJDX4834X,N/A,N/A,WFB4175195,VERIFIED,0.9,0.98,0.83,0.8
CUST_00000495,PNEFY7394G,N/A,KA6520158019157,GCL0848398,VERIFIED,0.9,0.93,0.9,0.79
CUST_00000496,LWHZC6349I,N/A,N/A,SXB8105140,VERIFIED,0.87,0.91,0.88,0.84
CUST_00000497,PFTHQ8415E,N/A,DL4720241835287,UAF4386000,VERIFIED,0.95,0.9,0.92,0.81
CUST_00000498,MTDKO7711L,N/A,N/A,XCZ1498516,VERIFIED,0.91,0.91,0.93,0.94
CUST_00000499,QIMXD6367P,N/A,N/A,MVO1581677,VERIFIED,0.95,0.92,0.93,0.81
CUST_00000500,HPGGS3745Q,S9283317,N/A,WTU6790682,VERIFIED,0.99,0.98,0.93,0.88
CUST_00000501,KAMWE8949O,N/A,TS7020171976677,TRN3913874,VERIFIED,0.91,0.93,0.87,0.88
CUST_00000502,CWTGU4050O,N/A,KA1620184961249,N/A,VERIFIED,0.97,0.95,0.94,0.75
CUST_00000503,DJLOY9918Q,N/A,TN1920233722145,N/A,VERIFIED,0.89,0.91,0.94,0.81
CUST_00000504,UFTNU5505R,N/A,TN8920182797659,JCE6687196,VERIFIED,0.94,0.98,0.87,0.91
CUST_00000505,WHYYH9984E,N/A,TS0120114216605,SRF7507141,VERIFIED,0.91,0.91,0.94,0.8
CUST_00000506,ZZZKE4523H,N/A,TS1820246735055,DTY1467013,VERIFIED,0.88,0.89,0.84,0.89
CUST_00000507,CQMRH1740Y,N/A,GJ3520106400537,VGQ4178425,VERIFIED,0.92,0.99,0.87,0.86
CUST_00000508,CTYWG8474B,U1787963,TS4620110216865,CUG4561775,REJECTED,0.46,0.58,0.27,0.23
CUST_00000509,VJNYJ6579S,N/A,N/A,CZG5768706,VERIFIED,0.93,0.95,0.9,0.77
CUST_00000510,LLWAK8749G,S1632404,TS4620235772197,JZH7366715,VERIFIED,0.91,0.9,0.93,0.82
CUST_00000511,WQTTU1403R,N/A,TN4120235131063,N/A,VERIFIED,0.94,0.96,0.97,0.82
CUST_00000512,CSQIM1327L,K8879315,TS9720189030410,EQB0796813,VERIFIED,0.94,0.95,0.82,0.92
CUST_00000513,JDKVT8769K,H4056248,TN3220243788844,LVD2984459,VERIFIED,0.87,0.89,0.95,0.96
CUST_00000514,EENKO9327L,N/A,TS5620156115539,XYI3918925,VERIFIED,0.96,0.89,0.82,0.91
CUST_00000515,DZUNM3867W,W6594506,UP7620161084778,YEO5038160,VERIFIED,0.97,0.99,0.91,0.87
CUST_00000516,SOYSS4799G,V4563589,DL9920189846087,IAP7319657,VERIFIED,0.9,0.91,0.84,0.82
CUST_00000517,TGPTE1641C,D9593461,GJ2420115220993,N/A,VERIFIED,0.92,0.98,0.98,0.88
CUST_00000518,JSWME4296K,N/A,UP9720118789035,GWB5600903,VERIFIED,0.94,0.96,0.87,0.78
CUST_00000519,HUOJB1645L,N/A,KA8820242594952,POX7811800,VERIFIED,0.95,0.97,0.96,0.86
CUST_00000520,NYYUI2315D,N/A,UP2520192604707,ZXY9534153,REJECTED,0.47,0.6,0.54,0.19
CUST_00000521,JGVEK3998V,W7580695,N/A,SNT6217264,VERIFIED,0.93,0.94,0.83,0.76
CUST_00000522,JMMIM3472V,W0810875,DL8320150804569,NBH1908875,VERIFIED,0.94,0.98,0.83,0.86
CUST_00000523,EJSXC9870G,N/A,UP2720190261603,BJX1296931,VERIFIED,0.98,0.98,0.91,0.92
CUST_00000524,KFXKE5629V,S7939694,MH5420236939726,JVE7206071,VERIFIED,0.95,0.95,0.88,0.96
CUST_00000525,RBCEU0517V,W9352511,TN1220188354504,FNA4103060,VERIFIED,0.95,0.92,0.93,0.84
CUST_00000526,LJTLT6597X,N/A,GJ0620190238424,YIY9326312,VERIFIED,0.89,0.89,0.91,0.97
CUST_00000527,BEFRL8025R,F1906456,DL9320245396497,JDC2358712,VERIFIED,0.87,0.96,0.98,0.85
CUST_00000528,QOBQX9626O,X2429648,UP6920246042066,FHT9321742,VERIFIED,0.91,0.93,0.93,0.85
CUST_00000529,BKWWZ1624N,N/A,UP9420177447287,N/A,VERIFIED,0.94,0.99,0.84,0.86
CUST_00000530,YMIRD5275X,N/A,GJ6020186848596,JHK4549984,VERIFIED,0.87,0.93,0.85,0.92
CUST_00000531,FIXRY4902S,V1967658,DL5320157861464,GTT4675600,VERIFIED,0.97,0.95,0.88,0.93
CUST_00000532,BAXWI0937G,N/A,TS0920155293213,PVM7215914,VERIFIED,0.91,0.92,0.84,0.78
CUST_00000533,NQEOM9699V,E9008447,GJ5720199595062,EXZ9589801,VERIFIED,0.96,0.95,0.95,0.77
CUST_00000534,HKDZU6937Z,N/A,KA4620198300526,N/A,VERIFIED,0.89,0.99,0.84,0.95
CUST_00000535,AXKEW1259P,N/A,GJ2220104006466,SGZ3296630,REJECTED,0.5,0.59,0.57,0.4
CUST_00000536,WYAOH1436I,N/A,N/A,N/A,PENDING_REVERIFICATION,0.33,0.66,0.31,0.16
CUST_00000537,SIUWU4397R,G4299063,KA0320222156306,UCB3187800,REJECTED,0.64,0.52,0.29,0.3
CUST_00000538,UWQEQ8487D,T1717009,N/A,N/A,VERIFIED,0.9,0.98,0.91,0.94
CUST_00000539,AUGBC3541P,N/A,N/A,PEH6801011,VERIFIED,0.98,0.94,0.92,0.8
CUST_00000540,DOZSS0139F,N/A,WB8220239937283,HKQ2232086,REJECTED,0.59,0.57,0.29,0.4
CUST_00000541,HEBMX0746W,O0705936,KA7320145353006,LTM4739150,VERIFIED,0.88,0.93,0.83,0.84
CUST_00000542,JMMYW9484E,N/A,WB5420102339282,UJW1348919,VERIFIED,0.87,0.94,0.83,0.77
CUST_00000543,FAMHF4188I,N/A,TN2520178374128,N/A,VERIFIED,0.98,0.89,0.84,0.76
CUST_00000544,LYEZB9034J,E2984031,TS8820197197383,PPN3361540,PENDING_REVERIFICATION,0.62,0.49,0.23,0.18
CUST_00000545,JGYRX9694I,R3769975,TN9120193976501,VGO8383135,VERIFIED,0.9,1.0,0.93,0.97
CUST_00000546,MXYSB3177L,Y0263841,TS4120175270870,PNV6951771,REJECTED,0.55,0.61,0.36,0.32
CUST_00000547,UHUKV0210U,U7049165,UP9820151807659,YLF6253003,VERIFIED,0.86,0.99,0.92,0.92
CUST_00000548,MDVJA4316Y,B6370577,UP0920241139084,DCE7033030,VERIFIED,0.88,0.98,0.93,0.88
CUST_00000549,KBKUS5021Y,N/A,N/A,XGG6508202,VERIFIED,0.9,0.97,0.98,0.81
CUST_00000550,GDWNI7607P,N/A,N/A,ASK0202430,VERIFIED,0.91,1.0,0.85,0.93
CUST_00000551,WNVKD0662L,Q3872183,N/A,QLL9672131,VERIFIED,0.97,0.98,0.96,0.76
CUST_00000552,YFTTH6253O,N/A,MH8320203855573,OWG5321347,VERIFIED,0.91,0.94,0.98,0.78
CUST_00000553,SLKTX4576H,N/A,KA7920110004543,WQW9933510,VERIFIED,0.98,0.99,0.97,0.98
CUST_00000554,FELWB4078J,E2988297,MH6120120240654,CSL8620506,VERIFIED,0.91,0.92,0.92,0.88
CUST_00000555,FKJAL4108V,C9877226,TN3120217516011,VZB5857777,VERIFIED,0.88,0.97,0.82,0.83
CUST_00000556,HCJVO3975K,N/A,GJ5320129734339,KMJ2874534,VERIFIED,0.93,0.98,0.94,0.89
CUST_00000557,PXIJM7810Q,N/A,DL7720159063238,QTW5978388,VERIFIED,0.93,0.94,0.87,0.75
CUST_00000558,ZONOG5976Z,N/A,GJ6320115460771,TUO3635769,REJECTED,0.66,0.46,0.39,0.14
CUST_00000559,FQEST7897P,N/A,DL1020215143156,GKV5080011,VERIFIED,0.98,0.9,0.82,0.95
CUST_00000560,UBGYK3463M,N/A,N/A,JHQ9656943,VERIFIED,0.91,0.97,0.97,0.88
CUST_00000561,GMUTU4589V,P9397020,TN9320231577153,LTG9037824,VERIFIED,0.89,0.95,0.91,0.85
CUST_00000562,ADWUY4546M,N/A,MH3320191974151,SMX2123118,VERIFIED,0.92,0.91,0.87,0.84
CUST_00000563,FMAUU9701K,N/A,UP3020217460265,VYD1196047,VERIFIED,0.96,0.99,0.82,0.79
CUST_00000564,LSXJO4047C,N/A,KA1220146000247,MNG9100116,VERIFIED,0.95,0.99,0.98,0.92
CUST_00000565,OOMZR5102J,E7335052,N/A,NHV3242642,VERIFIED,0.98,0.91,0.86,0.78
CUST_00000566,EOQWB6817P,N/A,KA7320124145111,QKQ9847033,VERIFIED,0.96,0.97,0.87,0.84
CUST_00000567,FSJLV2949Q,N6715274,N/A,ABC8163348,VERIFIED,0.89,0.97,0.94,0.91
CUST_00000568,XHNII9538W,N/A,DL6120151526521,RZN6069852,VERIFIED,0.95,0.95,0.85,0.87
CUST_00000569,YIGEZ1362T,N6167861,GJ9220189276177,IUP1786278,VERIFIED,0.88,0.93,0.86,0.8
CUST_00000570,EQMGM2551T,N/A,N/A,BDJ5308249,VERIFIED,0.98,0.98,0.85,0.97
CUST_00000571,OVNKG9641N,M3117900,KA7120184503245,DCT4060197,VERIFIED,0.87,0.91,0.87,0.94
CUST_00000572,HGFPT9320S,N/A,GJ9820132883036,N/A,VERIFIED,0.96,0.9,0.93,0.97
CUST_00000573,UVFQY0792P,N/A,KA1320136818298,FLE1212355,VERIFIED,0.92,0.89,0.87,0.93
CUST_00000574,KFCCS4736M,N/A,MH7020224558761,N/A,VERIFIED,0.94,0.97,0.95,0.97
CUST_00000575,FRLWI0534G,L1086142,N/A,JHS8389656,VERIFIED,0.95,0.96,0.86,0.95
CUST_00000576,BSAOJ0444N,I3292125,TN0520166116501,BFS1652521,VERIFIED,0.97,0.93,0.85,0.94
CUST_00000577,DLWEK1086S,N/A,DL3720187889459,YXG8170181,VERIFIED,0.93,0.94,0.95,0.94
CUST_00000578,DMTSD9208Y,N/A,TS6620230347590,N/A,VERIFIED,0.95,0.92,0.96,0.92
CUST_00000579,NXKEM8263Z,I4477160,WB1820104818459,N/A,PENDING_REVERIFICATION,0.56,0.6,0.31,0.21
CUST_00000580,LURKO4599L,N/A,WB9720148782377,YEW1009819,VERIFIED,0.87,0.88,0.91,0.97
CUST_00000581,JHAMT2774S,Z7173199,TS6320167824039,SJF1921613,VERIFIED,0.91,0.99,0.9,0.87
CUST_00000582,JXXWC2850P,C3191917,N/A,HAF5047462,REJECTED,0.53,0.53,0.37,0.45
CUST_00000583,BNDLM7077S,Q0993647,N/A,GDX0330391,VERIFIED,0.91,0.91,0.94,0.87
CUST_00000584,OKVDO2900B,I7729161,UP4420196243077,N/A,VERIFIED,0.98,0.92,0.83,0.8
CUST_00000585,WYGOX8365V,V8568728,WB6220145505505,YHZ9058285,VERIFIED,0.97,0.97,0.85,0.78
CUST_00000586,VFYMD0537N,S3014903,N/A,N/A,VERIFIED,0.87,0.94,0.88,0.84
CUST_00000587,XLVEM0912P,N/A,N/A,YKF4228355,PENDING_REVERIFICATION,0.39,0.42,0.28,0.12
CUST_00000588,WCCTD4897W,U1040286,N/A,XSR0130900,VERIFIED,0.94,0.94,0.96,0.95
CUST_00000589,AXUXV4228C,T2062660,N/A,PRA8668352,VERIFIED,0.92,1.0,0.94,0.81
CUST_00000590,SKUGZ3321E,N/A,N/A,N/A,VERIFIED,0.95,0.92,0.82,0.84
CUST_00000591,ABWDZ1723K,S2449667,N/A,HSX6333088,VERIFIED,0.85,0.92,0.86,0.8
CUST_00000592,KVMZU8487W,N6978181,TS5420118168730,WIB1542210,VERIFIED,0.91,0.93,0.96,0.96
CUST_00000593,AJIPI1792E,N/A,GJ8820208472178,HKN5917709,VERIFIED,0.86,0.92,0.87,0.82
CUST_00000594,PHZLH0590N,O9623543,N/A,QBF9225094,VERIFIED,0.87,0.89,0.97,0.79
CUST_00000595,KLYUH8545X,N/A,TS9920190858922,MPN5789371,VERIFIED,0.88,0.98,0.85,0.95
CUST_00000596,RALIG4097F,V2214737,TS4020189205335,QBE1990772,VERIFIED,0.98,0.98,0.96,0.8
CUST_00000597,ETINV5546Z,C3018520,KA0920122446336,INR1973337,VERIFIED,0.93,0.9,0.93,0.79
CUST_00000598,CNVFE6770X,H8975433,MH0520173155468,AJZ9648980,VERIFIED,0.94,0.9,0.91,0.77
CUST_00000599,VPODD4973T,Z0833828,MH3920202297128,SVZ2899347,VERIFIED,0.98,0.99,0.88,0.76
CUST_00000600,KAHEC1551D,D9731550,MH3620149230965,N/A,VERIFIED,0.96,0.89,0.98,0.84
CUST_00000601,TXCSY8596D,N/A,WB9720240683461,IWC3710908,VERIFIED,0.87,0.99,0.97,0.95
CUST_00000602,BVKCE9823F,N/A,N/A,QOW6027198,VERIFIED,0.89,0.96,0.88,0.78
CUST_00000603,NZANH7715B,N/A,N/A,LPK8219452,VERIFIED,0.88,0.91,0.87,0.9
CUST_00000604,QXSGP0157W,N/A,DL7420129734210,DRD0977612,VERIFIED,0.88,0.94,0.95,0.79
CUST_00000605,YOQSV0121X,U7834664,N/A,FQF3886494,VERIFIED,0.85,0.96,0.87,0.76
CUST_00000606,GLEUV7521J,N/A,DL3720142970576,LAU5536462,VERIFIED,0.87,0.92,0.83,0.96
CUST_00000607,MKEFX0242R,Q6123208,TS9620160340571,BYC8229985,VERIFIED,0.98,0.9,0.97,0.8
CUST_00000608,YXQZA9365S,N/A,GJ0120173245035,N/A,VERIFIED,0.92,0.9,0.85,0.96
CUST_00000609,ETSLS2148T,S5041203,UP9820138933633,IFY0051404,VERIFIED,0.98,0.97,0.92,0.95
CUST_00000610,NTCZO7223B,I0512542,GJ3120191992783,CGP7924217,VERIFIED,0.95,0.99,0.89,0.83
CUST_00000611,SYMZU8152S,N/A,TS0120165854558,YTO1795618,VERIFIED,0.98,0.95,0.94,0.94
CUST_00000612,GBEVF2046B,D7737784,KA2120176343233,N/A,VERIFIED,0.96,0.99,0.92,0.92
CUST_00000613,AJNRX1721D,N/A,N/A,LSE7785959,REJECTED,0.56,0.54,0.5,0.26
CUST_00000614,PILVP6241Z,N/A,UP3620154365913,PYU8127405,VERIFIED,0.88,0.92,0.94,0.86
CUST_00000615,UDBTN8536W,X8018720,N/A,WOB5050258,VERIFIED,0.91,0.94,0.96,0.87
CUST_00000616,BMVDU6014N,N/A,KA9520225399620,LRZ3000608,VERIFIED,0.88,0.88,0.83,0.97
CUST_00000617,AITVP0190Z,R6069013,WB8720118456054,N/A,VERIFIED,0.87,0.97,0.92,0.92
CUST_00000618,QTGCV6544Y,N/A,N/A,BET5734540,VERIFIED,0.94,0.89,0.96,0.78
CUST_00000619,BRXJQ0721M,S1475930,N/A,IEO7504426,VERIFIED,0.92,0.98,0.87,0.95
CUST_00000620,PLJZU7985E,C0898258,N/A,N/A,VERIFIED,0.91,0.9,0.93,0.87
CUST_00000621,XTGTZ6548H,N/A,TN4920213148816,NBG1066215,REJECTED,0.51,0.67,0.47,0.3
CUST_00000622,RSKEG4737Q,N/A,N/A,N/A,VERIFIED,0.89,0.89,0.94,0.78
CUST_00000623,LCYGM0396F,L9328177,GJ4420183136590,HYX0034225,VERIFIED,0.87,0.93,0.92,0.97
CUST_00000624,VNXUT3551I,N/A,N/A,IZM8060608,VERIFIED,0.88,0.96,0.92,0.89
CUST_00000625,GXFTJ8237M,N/A,TN1920221714224,CSL4810920,VERIFIED,0.88,0.98,0.85,0.77
CUST_00000626,RMDQZ0400C,Y6573345,WB7120218799215,XAE8901711,VERIFIED,0.93,0.92,0.97,0.96
CUST_00000627,PYGJM7229D,N/A,WB0120243585321,KPI8068865,REJECTED,0.43,0.69,0.2,0.35
CUST_00000628,CHGNI0191X,N/A,DL2820198486799,DGH3020771,VERIFIED,0.92,0.95,0.86,0.86
CUST_00000629,NYBJA7294Z,X0611700,TN0820183408832,JKP8736092,VERIFIED,0.88,0.9,0.9,0.93
CUST_00000630,YTGIB4541U,P4596982,MH1520135100378,XAN4124658,REJECTED,0.62,0.44,0.22,0.3
CUST_00000631,DBGJS0646T,N/A,MH6520159470098,PBH5974284,REJECTED,0.52,0.58,0.33,0.24
CUST_00000632,POYKQ8868U,T7767805,DL6920226143490,PQO1527857,VERIFIED,0.99,1.0,0.96,0.89
CUST_00000633,WYXCV8277N,N/A,WB7320180918931,KSZ4317904,VERIFIED,0.92,0.97,0.87,0.82
CUST_00000634,TIYSN2663H,N/A,DL8520249414590,TVZ8898116,VERIFIED,0.94,0.95,0.86,0.83
CUST_00000635,PIOWD5364I,N/A,KA7120169611890,JKB8044661,VERIFIED,0.85,1.0,0.88,0.89
CUST_00000636,ENOZT2125H,S7356009,UP9720130016412,N/A,VERIFIED,0.87,0.95,0.94,0.84
CUST_00000637,AWLKX0087Q,N/A,TN1020113243588,N/A,VERIFIED,0.87,0.92,0.85,0.96
CUST_00000638,VIZWB0562J,N/A,KA9520150911398,LUW5896603,VERIFIED,0.96,0.94,0.86,0.89
CUST_00000639,QHXLP3098X,M7411077,UP9320207954739,XYZ5907096,VERIFIED,0.99,0.91,0.84,0.8
CUST_00000640,GZFLC1939G,N/A,GJ5220117838195,OCA8811601,REJECTED,0.47,0.66,0.55,0.14
CUST_00000641,TGNRD4531G,N/A,N/A,LXO3571508,VERIFIED,0.87,0.99,0.94,0.97
CUST_00000642,HBVLH0468M,N/A,UP6920112378561,N/A,VERIFIED,0.9,0.96,0.94,0.96
CUST_00000643,XTMNX0868S,R8115915,N/A,TMT6248858,REJECTED,0.41,0.5,0.59,0.39
CUST_00000644,WERIA2790Z,N/A,N/A,SOQ4914084,VERIFIED,0.91,0.98,0.85,0.97
CUST_00000645,XNUWA7316F,F2360383,GJ7020171759946,RKD0690533,VERIFIED,0.94,0.93,0.94,0.8
CUST_00000646,LPBPU2462R,A9198796,TN8520239097988,LSS2962686,VERIFIED,0.9,0.93,0.83,0.88
CUST_00000647,OBCJQ5970U,N/A,UP1220153003832,GOL4591943,VERIFIED,0.91,0.96,0.89,0.87
CUST_00000648,CPSRL6458S,N5718354,MH8320185339414,RAQ6736868,REJECTED,0.67,0.53,0.4,0.51
CUST_00000649,TKSIL0618F,N/A,GJ4820144214533,ENL3186129,VERIFIED,0.91,0.94,0.88,0.97
CUST_00000650,RTWUV2959S,N/A,KA4420162758536,N/A,VERIFIED,0.86,0.95,0.89,0.95
CUST_00000651,GRXET7919M,F9192636,N/A,RCW9173065,PENDING_REVERIFICATION,0.49,0.49,0.39,0.49
CUST_00000652,YYOAI4682G,J6165591,UP7720172765136,BNS5208233,VERIFIED,0.96,0.94,0.86,0.79
CUST_00000653,LIICS3884Q,D2480928,N/A,SQC9703469,VERIFIED,0.92,0.9,0.96,0.86
CUST_00000654,DPMBT1421Q,N/A,N/A,NWJ1138840,VERIFIED,0.95,0.91,0.85,0.76
CUST_00000655,IUNUL4214K,Q3765359,N/A,UIS6119998,VERIFIED,0.93,0.93,0.82,0.93
CUST_00000656,LIDWW0832U,H0268913,N/A,N/A,VERIFIED,0.92,0.94,0.88,0.95
CUST_00000657,IFIMN6476J,N/A,TS3720238720949,NJP9448924,VERIFIED,0.98,0.94,0.89,0.81
CUST_00000658,QLYQD0357F,N/A,GJ3720131167581,NUE5871021,VERIFIED,0.89,0.93,0.98,0.76
CUST_00000659,VAHCJ0022F,N/A,TN9220187770974,INT4761134,VERIFIED,0.92,0.91,0.87,0.77
CUST_00000660,GZOGD1501C,Q8873621,N/A,N/A,VERIFIED,0.93,0.99,0.82,0.94
CUST_00000661,BWSYQ1424W,N/A,TN7320209773642,ZYY3155678,VERIFIED,0.93,0.88,0.86,0.85
CUST_00000662,YTURP6252F,N/A,N/A,N/A,VERIFIED,0.93,0.94,0.88,0.79
CUST_00000663,IJZUW5392D,N/A,N/A,MQT8282952,VERIFIED,0.88,0.95,0.93,0.87
CUST_00000664,GVUPS1488O,N/A,MH2420192924782,LEI6579727,VERIFIED,0.87,0.93,0.88,0.85
CUST_00000665,VDYYN1069E,N/A,GJ5120210910846,OEW2569855,VERIFIED,0.9,0.98,0.86,0.8
CUST_00000666,OJFTS3516M,N/A,MH9720220678434,FHH9688510,VERIFIED,0.92,0.93,0.97,0.88
CUST_00000667,VEFSX8015Y,N/A,GJ8520101551475,HMQ7161044,VERIFIED,0.93,0.97,0.88,0.77
CUST_00000668,FPCZD0112D,N/A,UP5320172342688,N/A,VERIFIED,0.99,0.99,0.86,0.83
CUST_00000669,BPTCC4111X,N/A,N/A,ADI7542972,VERIFIED,0.92,0.96,0.86,0.92
CUST_00000670,HFJFA1663Q,D1710053,DL4420230146670,OID5308189,VERIFIED,0.89,0.94,0.87,0.79
CUST_00000671,JJUVT0975L,E7587241,N/A,EYO5371820,VERIFIED,0.93,1.0,0.86,0.91
CUST_00000672,TEDMB1645I,N/A,MH2220191032111,LSC4541859,VERIFIED,0.86,0.95,0.94,0.8
CUST_00000673,CIYEW6078B,N/A,TN0820110282867,N/A,VERIFIED,0.88,0.9,0.97,0.77
CUST_00000674,QXKMX6383C,L4693412,UP1420124212752,MAB0171287,VERIFIED,0.87,0.91,0.86,0.8
CUST_00000675,KFLHY4400D,Z7315813,N/A,BCN4107398,VERIFIED,0.9,1.0,0.97,0.93
CUST_00000676,HZYMF4110N,F3864754,TN1620180091716,IZU7618998,VERIFIED,0.92,0.97,0.96,0.94
CUST_00000677,XLDJB2180B,I4433577,MH5820198147917,RDG0655907,PENDING_REVERIFICATION,0.3,0.53,0.33,0.41
CUST_00000678,TWQHA2907B,N/A,TS7920198419412,N/A,VERIFIED,0.91,0.97,0.93,0.98
CUST_00000679,APQPM9754H,U0441467,KA5320246408964,YDM9452874,VERIFIED,0.87,0.97,0.91,0.81
CUST_00000680,FRNPH5168C,N/A,TS2220247227407,WYD2049814,VERIFIED,0.93,0.96,0.9,0.76
CUST_00000681,VRRQR2895Z,C2675587,UP1920241878322,CLA8552608,VERIFIED,0.92,0.92,0.86,0.86
CUST_00000682,BOKGN1198Q,Q7299395,N/A,N/A,VERIFIED,0.86,0.97,0.95,0.93
CUST_00000683,BAOKI6811S,C2476954,TS2220197104724,N/A,VERIFIED,0.94,0.94,0.9,0.76
CUST_00000684,ONMTP9946I,N/A,MH7620153847641,SGU7430861,VERIFIED,0.93,0.9,0.93,0.93
CUST_00000685,HXROI3195Z,V6320646,WB5020184171738,SYL2514133,VERIFIED,0.92,0.94,0.84,0.9
CUST_00000686,EYPGQ2509Z,N/A,N/A,UGK6204931,REJECTED,0.32,0.48,0.25,0.22
CUST_00000687,ZNPBA8009D,S8926961,N/A,VFK2440129,VERIFIED,0.95,0.89,0.94,0.81
CUST_00000688,INKUS9397P,N/A,DL3420111633455,N/A,VERIFIED,0.89,0.99,0.82,0.91
CUST_00000689,LQWSH7484X,N/A,N/A,N/A,VERIFIED,0.86,0.98,0.92,0.9
CUST_00000690,MXTUD2576R,R9784500,TS5320181754667,N/A,VERIFIED,0.91,0.88,0.88,0.94
CUST_00000691,UVQXQ9565Z,N/A,TN9020196640885,SOI5568359,VERIFIED,0.92,0.99,0.92,0.82
CUST_00000692,UBDDP1879H,N/A,WB8920105893183,N/A,VERIFIED,0.92,0.92,0.93,0.9
CUST_00000693,CMKSF5753N,N/A,GJ3220162109954,CPI5300658,VERIFIED,0.94,0.88,0.92,0.95
CUST_00000694,HZGBX9629R,N/A,WB5620176886382,BUG0734373,REJECTED,0.61,0.48,0.37,0.48
CUST_00000695,XOUII2780E,N/A,TN4820146785320,WUW1470336,VERIFIED,0.86,0.99,0.95,0.92
CUST_00000696,FBSRE1129Z,O4864476,N/A,KCE7039595,VERIFIED,0.93,0.89,0.94,0.88
CUST_00000697,NKBTZ0453W,P9181594,MH3520172263415,ZKG1807905,REJECTED,0.62,0.41,0.22,0.36
CUST_00000698,FTMFI5370R,N/A,GJ8220126182334,ZYE1662327,VERIFIED,0.89,0.88,0.94,0.89
CUST_00000699,ZGAYG6247G,N/A,N/A,VBD1992577,VERIFIED,0.9,0.9,0.84,0.91
CUST_00000700,MYTZL9326U,N/A,N/A,QTM0853104,VERIFIED,0.86,0.98,0.91,0.89
CUST_00000701,SRBWP3203U,N/A,N/A,N/A,PENDING_REVERIFICATION,0.62,0.49,0.46,0.24
CUST_00000702,FKZZI5828K,N/A,TN4020100600019,WWU7573429,VERIFIED,0.95,0.9,0.86,0.86
CUST_00000703,VIEGX9248G,N/A,GJ8920117971048,PFS5067862,VERIFIED,0.92,0.99,0.84,0.9
CUST_00000704,PDLNR8785N,S5787539,UP7520212228768,VCV6228895,VERIFIED,0.96,0.92,0.89,0.84
CUST_00000705,ZSEDF5245H,N/A,KA2020119222531,MKV9595505,VERIFIED,0.93,0.91,0.97,0.81
CUST_00000706,YEDVA2806M,N/A,UP5620161922910,BAV5896715,VERIFIED,0.87,1.0,0.89,0.97
CUST_00000707,VEJCB7823H,N/A,KA7620180794648,UHU7513493,VERIFIED,0.86,0.9,0.84,0.85
CUST_00000708,RCATZ4790I,N/A,GJ9620196361743,LBA6496400,VERIFIED,0.88,0.89,0.85,0.96
CUST_00000709,QXHCC8922Z,N/A,UP7020151687312,KVX2606351,VERIFIED,0.94,0.96,0.92,0.81
CUST_00000710,KFOJS5434A,Q2458549,UP7920116108323,N/A,VERIFIED,0.97,1.0,0.85,0.91
CUST_00000711,AULJV5805E,N/A,N/A,N/A,VERIFIED,0.88,0.98,0.84,0.93
CUST_00000712,ACLSZ4955F,N/A,WB0220141319685,OAY8310433,VERIFIED,0.91,0.92,0.94,0.97
CUST_00000713,YLLSR1267D,N/A,DL3620119935814,N/A,VERIFIED,0.89,0.89,0.86,0.96
CUST_00000714,KDGEP4500W,N/A,N/A,WXG7218324,VERIFIED,0.85,0.93,0.92,0.78
