Date,Particulars,Debit,Credit,Closing Balance
22-Apr-2026,UPI/CR/TXN318353/M_GUHA/YESB/Payment_fr_M_GUHA,,90.93,"77,876.85"
22-Apr-2026,UPI/DR/TXN639915/COCA_COLA_SUPPLY/HDFC/Payment_to_COCA_COLA_SUPPLY,142.59,,"77,734.26"
22-Apr-2026,UPI/CR/TXN725329/N_DAS/YESB/Payment_fr_N_DAS,,1.82,"77,736.08"
22-Apr-2026,UPI/CR/TXN752801/RAM_SEN/YESB/Payment_fr_RAM_SEN,,10.08,"77,746.16"
22-Apr-2026,UPI/CR/TXN604884/D_PAL/YESB/Payment_fr_D_PAL,,8.56,"77,754.72"
22-Apr-2026,UPI/DR/TXN115208/METRO_CASH_CARRY/HDFC/Payment_to_METRO_CASH_CARRY,389.57,,"77,365.15"
22-Apr-2026,UPI/CR/TXN426503/J_BOSE/YESB/Payment_fr_J_BOSE,,17.64,"77,382.79"
22-Apr-2026,UPI/CR/TXN116389/R_SHAW/YESB/Payment_fr_R_SHAW,,50.23,"77,433.02"
22-Apr-2026,UPI/CR/TXN539963/P_NASKAR/YESB/Payment_fr_P_NASKAR,,26.55,"77,459.57"
23-Apr-2026,UPI/CR/TXN720515/P_DEY/YESB/Payment_fr_P_DEY,,34.75,"77,494.32"
23-Apr-2026,UPI/CR/TXN746910/G_MODAK/YESB/Payment_fr_G_MODAK,,92.38,"77,586.70"
23-Apr-2026,UPI/DR/TXN579975/KOLKATA_GRAINS/HDFC/Payment_to_KOLKATA_GRAINS,163.18,,"77,423.52"
23-Apr-2026,UPI/CR/TXN848344/B_BARUA/YESB/Payment_fr_B_BARUA,,87.71,"77,511.23"
23-Apr-2026,UPI/CR/TXN302647/R_SHAW/YESB/Payment_fr_R_SHAW,,82.89,"77,594.12"
23-Apr-2026,UPI/CR/TXN776838/P_DEY/YESB/Payment_fr_P_DEY,,73.59,"77,667.71"
23-Apr-2026,UPI/CR/TXN764873/A_BAKSHI/YESB/Payment_fr_A_BAKSHI,,57.08,"77,724.79"
23-Apr-2026,UPI/CR/TXN770905/G_MODAK/YESB/Payment_fr_G_MODAK,,2.61,"77,727.40"
23-Apr-2026,UPI/DR/TXN174301/SUDIP_DISTRIBUTORS/HDFC/Payment_to_SUDIP_DISTRIBUTORS,167.91,,"77,559.49"
23-Apr-2026,UPI/CR/TXN737517/RAM_SEN/YESB/Payment_fr_RAM_SEN,,35.83,"77,595.32"
23-Apr-2026,UPI/CR/TXN483102/M_MITRA/YESB/Payment_fr_M_MITRA,,46.97,"77,642.29"
23-Apr-2026,UPI/DR/TXN933162/PARLE_PRODUCTS/HDFC/Payment_to_PARLE_PRODUCTS,340.05,,"77,302.24"
23-Apr-2026,UPI/CR/TXN467335/A_CHAKRABORTY/YESB/Payment_fr_A_CHAKRABORTY,,27.01,"77,329.25"
23-Apr-2026,UPI/CR/TXN326639/T_ROY/YESB/Payment_fr_T_ROY,,48.90,"77,378.15"
23-Apr-2026,UPI/CR/TXN424553/T_ROY/YESB/Payment_fr_T_ROY,,17.41,"77,395.56"
23-Apr-2026,UPI/CR/TXN394083/G_MODAK/YESB/Payment_fr_G_MODAK,,79.77,"77,475.33"
23-Apr-2026,UPI/CR/TXN994794/A_CHAKRABORTY/YESB/Payment_fr_A_CHAKRABORTY,,21.16,"77,496.49"
23-Apr-2026,UPI/CR/TXN623956/T_ROY/YESB/Payment_fr_T_ROY,,13.29,"77,509.78"
23-Apr-2026,UPI/CR/TXN870881/S_MALAKAR/YESB/Payment_fr_S_MALAKAR,,57.81,"77,567.59"
23-Apr-2026,UPI/CR/TXN820426/S_DUTA/YESB/Payment_fr_S_DUTA,,40.37,"77,607.96"
23-Apr-2026,UPI/CR/TXN349185/D_CHATTERJEE/YESB/Payment_fr_D_CHATTERJEE,,59.20,"77,667.16"
23-Apr-2026,UPI/CR/TXN373094/B_PRAMANIK/YESB/Payment_fr_B_PRAMANIK,,65.20,"77,732.36"
24-Apr-2026,UPI/CR/TXN156652/S_DUTA/YESB/Payment_fr_S_DUTA,,29.84,"77,762.20"
24-Apr-2026,UPI/CR/TXN190582/B_NATH/YESB/Payment_fr_B_NATH,,2.91,"77,765.11"
24-Apr-2026,UPI/CR/TXN372273/A_CHANDA/YESB/Payment_fr_A_CHANDA,,74.95,"77,840.06"
24-Apr-2026,UPI/CR/TXN525756/B_BARUA/YESB/Payment_fr_B_BARUA,,41.13,"77,881.19"
24-Apr-2026,UPI/CR/TXN542983/R_SHAW/YESB/Payment_fr_R_SHAW,,84.87,"77,966.06"
24-Apr-2026,UPI/CR/TXN533856/S_BHATTACHARYA/YESB/Payment_fr_S_BHATTACHARYA,,33.47,"77,999.53"
24-Apr-2026,UPI/CR/TXN721549/R_HALDER/YESB/Payment_fr_R_HALDER,,49.95,"78,049.48"
24-Apr-2026,UPI/DR/TXN656921/PEPSI_DIST/HDFC/Payment_to_PEPSI_DIST,188.91,,"77,860.57"
24-Apr-2026,UPI/CR/TXN972460/A_K_ROY/YESB/Payment_fr_A_K_ROY,,6.77,"77,867.34"
24-Apr-2026,UPI/DR/TXN326665/KOLKATA_GRAINS/HDFC/Payment_to_KOLKATA_GRAINS,65.62,,"77,801.72"
24-Apr-2026,UPI/CR/TXN384685/S_DUTA/YESB/Payment_fr_S_DUTA,,55.69,"77,857.41"
24-Apr-2026,UPI/CR/TXN727320/J_BOSE/YESB/Payment_fr_J_BOSE,,80.08,"77,937.49"
24-Apr-2026,UPI/CR/TXN757667/G_MODAK/YESB/Payment_fr_G_MODAK,,24.98,"77,962.47"
24-Apr-2026,UPI/CR/TXN860180/B_PRAMANIK/YESB/Payment_fr_B_PRAMANIK,,26.97,"77,989.44"
24-Apr-2026,UPI/CR/TXN370782/P_NASKAR/YESB/Payment_fr_P_NASKAR,,9.35,"77,998.79"
24-Apr-2026,UPI/CR/TXN525505/T_ROY/YESB/Payment_fr_T_ROY,,82.26,"78,081.05"
24-Apr-2026,UPI/DR/TXN346729/MOTHER_DAIRY_CO/HDFC/Payment_to_MOTHER_DAIRY_CO,67.87,,"78,013.18"
24-Apr-2026,UPI/DR/TXN557037/GROCERY_WHOLESALE/HDFC/Payment_to_GROCERY_WHOLESALE,120.00,,"77,893.18"
24-Apr-2026,UPI/CR/TXN218669/K_GANGULY/YESB/Payment_fr_K_GANGULY,,44.76,"77,937.94"
24-Apr-2026,UPI/CR/TXN757658/M_MITRA/YESB/Payment_fr_M_MITRA,,5.79,"77,943.73"
24-Apr-2026,UPI/CR/TXN706224/P_BANERJEE/YESB/Payment_fr_P_BANERJEE,,34.50,"77,978.23"
24-Apr-2026,UPI/CR/TXN661307/B_PRAMANIK/YESB/Payment_fr_B_PRAMANIK,,28.86,"78,007.09"
25-Apr-2026,UPI/CR/TXN701969/D_SEN/YESB/Payment_fr_D_SEN,,38.77,"78,045.86"
25-Apr-2026,UPI/CR/TXN233582/B_PRAMANIK/YESB/Payment_fr_B_PRAMANIK,,78.05,"78,123.91"
25-Apr-2026,UPI/CR/TXN169429/R_DHAR/YESB/Payment_fr_R_DHAR,,61.74,"78,185.65"
25-Apr-2026,UPI/CR/TXN988811/S_MALAKAR/YESB/Payment_fr_S_MALAKAR,,58.22,"78,243.87"
25-Apr-2026,UPI/CR/TXN184643/D_CHATTERJEE/YESB/Payment_fr_D_CHATTERJEE,,19.60,"78,263.47"
25-Apr-2026,UPI/CR/TXN108513/P_MANDAL/YESB/Payment_fr_P_MANDAL,,86.23,"78,349.70"
25-Apr-2026,UPI/CR/TXN200331/S_BHATTACHARYA/YESB/Payment_fr_S_BHATTACHARYA,,79.01,"78,428.71"
25-Apr-2026,UPI/CR/TXN216229/P_DEY/YESB/Payment_fr_P_DEY,,51.67,"78,480.38"
25-Apr-2026,UPI/CR/TXN331287/S_BAG/YESB/Payment_fr_S_BAG,,41.45,"78,521.83"
25-Apr-2026,UPI/CR/TXN555786/S_SARKAR/YESB/Payment_fr_S_SARKAR,,49.64,"78,571.47"
25-Apr-2026,UPI/CR/TXN175231/RAM_SEN/YESB/Payment_fr_RAM_SEN,,18.32,"78,589.79"
25-Apr-2026,UPI/CR/TXN672696/C_ROY/YESB/Payment_fr_C_ROY,,2.64,"78,592.43"
25-Apr-2026,UPI/CR/TXN500560/A_BAKSHI/YESB/Payment_fr_A_BAKSHI,,31.86,"78,624.29"
25-Apr-2026,UPI/DR/TXN993021/SUDIP_DISTRIBUTORS/HDFC/Payment_to_SUDIP_DISTRIBUTORS,386.44,,"78,237.85"
25-Apr-2026,UPI/CR/TXN148026/S_BAG/YESB/Payment_fr_S_BAG,,62.49,"78,300.34"
25-Apr-2026,UPI/CR/TXN236392/P_NASKAR/YESB/Payment_fr_P_NASKAR,,57.54,"78,357.88"
25-Apr-2026,UPI/CR/TXN548324/P_PAUL/YESB/Payment_fr_P_PAUL,,19.51,"78,377.39"
25-Apr-2026,UPI/CR/TXN876383/S_GHOSH/YESB/Payment_fr_S_GHOSH,,85.82,"78,463.21"
25-Apr-2026,UPI/CR/TXN923073/S_SOM/YESB/Payment_fr_S_SOM,,32.74,"78,495.95"
25-Apr-2026,UPI/CR/TXN956721/S_SARKAR/YESB/Payment_fr_S_SARKAR,,26.23,"78,522.18"
25-Apr-2026,UPI/CR/TXN579770/A_CHANDA/YESB/Payment_fr_A_CHANDA,,19.88,"78,542.06"
25-Apr-2026,UPI/CR/TXN942216/B_PRAMANIK/YESB/Payment_fr_B_PRAMANIK,,26.22,"78,568.28"
26-Apr-2026,UPI/CR/TXN510154/P_MANDAL/YESB/Payment_fr_P_MANDAL,,70.96,"78,639.24"
26-Apr-2026,UPI/CR/TXN218661/S_SOM/YESB/Payment_fr_S_SOM,,67.00,"78,706.24"
26-Apr-2026,UPI/CR/TXN834061/G_MODAK/YESB/Payment_fr_G_MODAK,,75.81,"78,782.05"
26-Apr-2026,UPI/DR/TXN328596/PEPSI_DIST/HDFC/Payment_to_PEPSI_DIST,260.43,,"78,521.62"
26-Apr-2026,UPI/CR/TXN248097/S_BASU/YESB/Payment_fr_S_BASU,,80.54,"78,602.16"
26-Apr-2026,UPI/CR/TXN740140/J_HALDER/YESB/Payment_fr_J_HALDER,,29.81,"78,631.97"
26-Apr-2026,UPI/CR/TXN893853/RAM_SEN/YESB/Payment_fr_RAM_SEN,,73.25,"78,705.22"
26-Apr-2026,UPI/CR/TXN913920/S_MALAKAR/YESB/Payment_fr_S_MALAKAR,,23.81,"78,729.03"
26-Apr-2026,UPI/CR/TXN835363/P_PAUL/YESB/Payment_fr_P_PAUL,,39.74,"78,768.77"
26-Apr-2026,UPI/DR/TXN331381/PEPSI_DIST/HDFC/Payment_to_PEPSI_DIST,346.29,,"78,422.48"
26-Apr-2026,UPI/CR/TXN457943/M_GUHA/YESB/Payment_fr_M_GUHA,,8.26,"78,430.74"
26-Apr-2026,UPI/CR/TXN211954/B_BARUA/YESB/Payment_fr_B_BARUA,,27.48,"78,458.22"
26-Apr-2026,UPI/CR/TXN631302/T_ROY/YESB/Payment_fr_T_ROY,,61.60,"78,519.82"
26-Apr-2026,UPI/CR/TXN984274/J_HALDER/YESB/Payment_fr_J_HALDER,,19.16,"78,538.98"
26-Apr-2026,UPI/CR/TXN670977/M_GUHA/YESB/Payment_fr_M_GUHA,,29.53,"78,568.51"
26-Apr-2026,UPI/CR/TXN975671/P_NASKAR/YESB/Payment_fr_P_NASKAR,,29.28,"78,597.79"
26-Apr-2026,UPI/CR/TXN438503/T_ROY/YESB/Payment_fr_T_ROY,,12.04,"78,609.83"
26-Apr-2026,UPI/CR/TXN312705/D_PAL/YESB/Payment_fr_D_PAL,,21.87,"78,631.70"
26-Apr-2026,UPI/CR/TXN443312/B_BARUA/YESB/Payment_fr_B_BARUA,,58.93,"78,690.63"
26-Apr-2026,UPI/CR/TXN920347/B_NATH/YESB/Payment_fr_B_NATH,,89.78,"78,780.41"
26-Apr-2026,UPI/CR/TXN188501/M_GUHA/YESB/Payment_fr_M_GUHA,,87.49,"78,867.90"
26-Apr-2026,UPI/DR/TXN580854/COCA_COLA_SUPPLY/HDFC/Payment_to_COCA_COLA_SUPPLY,140.78,,"78,727.12"
27-Apr-2026,UPI/CR/TXN106892/R_HALDER/YESB/Payment_fr_R_HALDER,,46.71,"78,773.83"
27-Apr-2026,UPI/CR/TXN172769/A_BAKSHI/YESB/Payment_fr_A_BAKSHI,,85.04,"78,858.87"
27-Apr-2026,UPI/CR/TXN217683/P_DEY/YESB/Payment_fr_P_DEY,,29.30,"78,888.17"
27-Apr-2026,UPI/CR/TXN497073/R_SHAW/YESB/Payment_fr_R_SHAW,,57.11,"78,945.28"
27-Apr-2026,UPI/CR/TXN885829/R_HALDER/YESB/Payment_fr_R_HALDER,,61.22,"79,006.50"
27-Apr-2026,UPI/CR/TXN918656/R_SHAW/YESB/Payment_fr_R_SHAW,,34.57,"79,041.07"
27-Apr-2026,UPI/CR/TXN708979/D_PAL/YESB/Payment_fr_D_PAL,,11.89,"79,052.96"
27-Apr-2026,UPI/CR/TXN950941/M_GUHA/YESB/Payment_fr_M_GUHA,,75.91,"79,128.87"
27-Apr-2026,UPI/CR/TXN546915/A_KUNDU/YESB/Payment_fr_A_KUNDU,,5.04,"79,133.91"
27-Apr-2026,UPI/CR/TXN119676/A_BAKSHI/YESB/Payment_fr_A_BAKSHI,,8.12,"79,142.03"
27-Apr-2026,UPI/CR/TXN859246/P_BANERJEE/YESB/Payment_fr_P_BANERJEE,,27.18,"79,169.21"
27-Apr-2026,UPI/CR/TXN167064/P_MANDAL/YESB/Payment_fr_P_MANDAL,,91.44,"79,260.65"
27-Apr-2026,UPI/CR/TXN302472/S_DUTA/YESB/Payment_fr_S_DUTA,,5.44,"79,266.09"
27-Apr-2026,UPI/CR/TXN520075/T_ROY/YESB/Payment_fr_T_ROY,,50.41,"79,316.50"
27-Apr-2026,UPI/CR/TXN390756/J_BOSE/YESB/Payment_fr_J_BOSE,,54.28,"79,370.78"
27-Apr-2026,UPI/CR/TXN139704/S_DUTA/YESB/Payment_fr_S_DUTA,,72.04,"79,442.82"
27-Apr-2026,UPI/CR/TXN700687/R_SHAW/YESB/Payment_fr_R_SHAW,,56.46,"79,499.28"
27-Apr-2026,UPI/CR/TXN841635/S_BHATTACHARYA/YESB/Payment_fr_S_BHATTACHARYA,,51.20,"79,550.48"
27-Apr-2026,UPI/CR/TXN718990/S_MUKHERJEE/YESB/Payment_fr_S_MUKHERJEE,,64.92,"79,615.40"
27-Apr-2026,UPI/CR/TXN281493/P_PAUL/YESB/Payment_fr_P_PAUL,,30.53,"79,645.93"
27-Apr-2026,UPI/CR/TXN907924/P_MANDAL/YESB/Payment_fr_P_MANDAL,,56.68,"79,702.61"
27-Apr-2026,UPI/CR/TXN350069/P_MANDAL/YESB/Payment_fr_P_MANDAL,,8.72,"79,711.33"
28-Apr-2026,UPI/CR/TXN520286/S_MUKHERJEE/YESB/Payment_fr_S_MUKHERJEE,,41.52,"79,752.85"
28-Apr-2026,UPI/CR/TXN739705/S_BHATTACHARYA/YESB/Payment_fr_S_BHATTACHARYA,,51.46,"79,804.31"
28-Apr-2026,UPI/CR/TXN297370/D_PAL/YESB/Payment_fr_D_PAL,,13.27,"79,817.58"
28-Apr-2026,UPI/CR/TXN433955/T_SAMANTA/YESB/Payment_fr_T_SAMANTA,,69.01,"79,886.59"
28-Apr-2026,UPI/CR/TXN903398/S_BHATTACHARYA/YESB/Payment_fr_S_BHATTACHARYA,,35.17,"79,921.76"
28-Apr-2026,UPI/CR/TXN398911/S_SOM/YESB/Payment_fr_S_SOM,,80.36,"80,002.12"
28-Apr-2026,UPI/CR/TXN601365/D_CHATTERJEE/YESB/Payment_fr_D_CHATTERJEE,,21.70,"80,023.82"
28-Apr-2026,UPI/CR/TXN593687/D_SEN/YESB/Payment_fr_D_SEN,,60.42,"80,084.24"
28-Apr-2026,UPI/CR/TXN451801/P_DEY/YESB/Payment_fr_P_DEY,,87.89,"80,172.13"
28-Apr-2026,UPI/DR/TXN685616/SUDIP_DISTRIBUTORS/HDFC/Payment_to_SUDIP_DISTRIBUTORS,46.60,,"80,125.53"
28-Apr-2026,UPI/CR/TXN634160/S_MUKHERJEE/YESB/Payment_fr_S_MUKHERJEE,,7.24,"80,132.77"
28-Apr-2026,UPI/DR/TXN720517/DELHI_SPICES/HDFC/Payment_to_DELHI_SPICES,135.83,,"79,996.94"
28-Apr-2026,UPI/CR/TXN426087/RAM_SEN/YESB/Payment_fr_RAM_SEN,,1.76,"79,998.70"
28-Apr-2026,UPI/CR/TXN825272/S_BAG/YESB/Payment_fr_S_BAG,,16.53,"80,015.23"
28-Apr-2026,UPI/CR/TXN499095/T_SAMANTA/YESB/Payment_fr_T_SAMANTA,,34.46,"80,049.69"
28-Apr-2026,UPI/CR/TXN532046/A_BAKSHI/YESB/Payment_fr_A_BAKSHI,,61.73,"80,111.42"
28-Apr-2026,UPI/CR/TXN983326/A_CHAKRABORTY/YESB/Payment_fr_A_CHAKRABORTY,,90.28,"80,201.70"
28-Apr-2026,UPI/CR/TXN137042/R_SHAW/YESB/Payment_fr_R_SHAW,,77.57,"80,279.27"
28-Apr-2026,UPI/DR/TXN303586/NESTLE_INDIA/HDFC/Payment_to_NESTLE_INDIA,407.97,,"79,871.30"
28-Apr-2026,UPI/CR/TXN583757/D_SEN/YESB/Payment_fr_D_SEN,,91.14,"79,962.44"
28-Apr-2026,UPI/CR/TXN563031/S_GHOSH/YESB/Payment_fr_S_GHOSH,,84.11,"80,046.55"
28-Apr-2026,UPI/CR/TXN403257/D_SEN/YESB/Payment_fr_D_SEN,,53.26,"80,099.81"
29-Apr-2026,UPI/CR/TXN733152/B_NATH/YESB/Payment_fr_B_NATH,,39.05,"80,138.86"
29-Apr-2026,UPI/CR/TXN895284/J_BOSE/YESB/Payment_fr_J_BOSE,,89.19,"80,228.05"
29-Apr-2026,UPI/CR/TXN533648/S_MALAKAR/YESB/Payment_fr_S_MALAKAR,,63.83,"80,291.88"
29-Apr-2026,UPI/CR/TXN541467/M_GUHA/YESB/Payment_fr_M_GUHA,,45.41,"80,337.29"
29-Apr-2026,UPI/CR/TXN256189/A_CHAKRABORTY/YESB/Payment_fr_A_CHAKRABORTY,,7.49,"80,344.78"
29-Apr-2026,UPI/CR/TXN576769/A_KUNDU/YESB/Payment_fr_A_KUNDU,,43.09,"80,387.87"
29-Apr-2026,UPI/CR/TXN678866/J_HALDER/YESB/Payment_fr_J_HALDER,,15.13,"80,403.00"
29-Apr-2026,UPI/CR/TXN669902/D_CHATTERJEE/YESB/Payment_fr_D_CHATTERJEE,,40.54,"80,443.54"
29-Apr-2026,UPI/CR/TXN589554/M_GUHA/YESB/Payment_fr_M_GUHA,,22.12,"80,465.66"
29-Apr-2026,UPI/CR/TXN935309/B_NATH/YESB/Payment_fr_B_NATH,,22.11,"80,487.77"
29-Apr-2026,UPI/CR/TXN276214/C_ROY/YESB/Payment_fr_C_ROY,,76.09,"80,563.86"
29-Apr-2026,UPI/DR/TXN312033/METRO_CASH_CARRY/HDFC/Payment_to_METRO_CASH_CARRY,266.16,,"80,297.70"
29-Apr-2026,UPI/CR/TXN674566/P_PAUL/YESB/Payment_fr_P_PAUL,,43.16,"80,340.86"
29-Apr-2026,UPI/CR/TXN428487/P_DEY/YESB/Payment_fr_P_DEY,,71.10,"80,411.96"
29-Apr-2026,UPI/CR/TXN405663/A_CHAKRABORTY/YESB/Payment_fr_A_CHAKRABORTY,,72.73,"80,484.69"
29-Apr-2026,UPI/CR/TXN357657/S_DUTA/YESB/Payment_fr_S_DUTA,,4.80,"80,489.49"
29-Apr-2026,UPI/CR/TXN943530/J_BOSE/YESB/Payment_fr_J_BOSE,,14.29,"80,503.78"
29-Apr-2026,UPI/CR/TXN546383/R_HALDER/YESB/Payment_fr_R_HALDER,,84.73,"80,588.51"
29-Apr-2026,UPI/CR/TXN791174/G_MODAK/YESB/Payment_fr_G_MODAK,,65.85,"80,654.36"
29-Apr-2026,UPI/CR/TXN269999/G_MODAK/YESB/Payment_fr_G_MODAK,,35.05,"80,689.41"
29-Apr-2026,UPI/DR/TXN340860/AMUL_MILK_AGENCY/HDFC/Payment_to_AMUL_MILK_AGENCY,223.11,,"80,466.30"
29-Apr-2026,UPI/CR/TXN742108/B_PRAMANIK/YESB/Payment_fr_B_PRAMANIK,,48.26,"80,514.56"
30-Apr-2026,UPI/CR/TXN774588/S_BAG/YESB/Payment_fr_S_BAG,,53.73,"80,568.29"
30-Apr-2026,UPI/DR/TXN679606/ITC_FOODS/HDFC/Payment_to_ITC_FOODS,299.85,,"80,268.44"
30-Apr-2026,UPI/CR/TXN759868/P_NASKAR/YESB/Payment_fr_P_NASKAR,,24.38,"80,292.82"
30-Apr-2026,UPI/CR/TXN573858/S_SOM/YESB/Payment_fr_S_SOM,,52.61,"80,345.43"
30-Apr-2026,UPI/CR/TXN345011/A_CHAKRABORTY/YESB/Payment_fr_A_CHAKRABORTY,,42.97,"80,388.40"
30-Apr-2026,UPI/CR/TXN873291/B_NATH/YESB/Payment_fr_B_NATH,,25.78,"80,414.18"
30-Apr-2026,UPI/CR/TXN328994/J_HALDER/YESB/Payment_fr_J_HALDER,,64.12,"80,478.30"
30-Apr-2026,UPI/CR/TXN448813/B_BARUA/YESB/Payment_fr_B_BARUA,,75.26,"80,553.56"
30-Apr-2026,UPI/CR/TXN737460/S_DUTA/YESB/Payment_fr_S_DUTA,,57.62,"80,611.18"
30-Apr-2026,UPI/CR/TXN944264/S_BAG/YESB/Payment_fr_S_BAG,,46.81,"80,657.99"
30-Apr-2026,UPI/CR/TXN479481/S_BAG/YESB/Payment_fr_S_BAG,,61.42,"80,719.41"
30-Apr-2026,UPI/CR/TXN511707/S_BAG/YESB/Payment_fr_S_BAG,,67.24,"80,786.65"
30-Apr-2026,UPI/CR/TXN663051/S_MUKHERJEE/YESB/Payment_fr_S_MUKHERJEE,,15.16,"80,801.81"
30-Apr-2026,UPI/CR/TXN635218/S_BAG/YESB/Payment_fr_S_BAG,,92.29,"80,894.10"
30-Apr-2026,UPI/CR/TXN666366/J_BOSE/YESB/Payment_fr_J_BOSE,,56.12,"80,950.22"
30-Apr-2026,UPI/CR/TXN333365/C_ROY/YESB/Payment_fr_C_ROY,,84.32,"81,034.54"
30-Apr-2026,UPI/CR/TXN959959/T_SAMANTA/YESB/Payment_fr_T_SAMANTA,,48.31,"81,082.85"
30-Apr-2026,UPI/DR/TXN961186/NESTLE_INDIA/HDFC/Payment_to_NESTLE_INDIA,396.40,,"80,686.45"
30-Apr-2026,UPI/CR/TXN746253/A_BAKSHI/YESB/Payment_fr_A_BAKSHI,,17.97,"80,704.42"
30-Apr-2026,UPI/CR/TXN574978/G_MODAK/YESB/Payment_fr_G_MODAK,,4.77,"80,709.19"
30-Apr-2026,UPI/CR/TXN155337/S_BAG/YESB/Payment_fr_S_BAG,,7.04,"80,716.23"
30-Apr-2026,UPI/CR/TXN616428/D_CHATTERJEE/YESB/Payment_fr_D_CHATTERJEE,,15.77,"80,732.00"
01-May-2026,UPI/CR/TXN664271/S_MALAKAR/YESB/Payment_fr_S_MALAKAR,,16.56,"80,748.56"
01-May-2026,UPI/CR/TXN627054/P_BANERJEE/YESB/Payment_fr_P_BANERJEE,,13.82,"80,762.38"
01-May-2026,UPI/CR/TXN452713/S_BAG/YESB/Payment_fr_S_BAG,,70.66,"80,833.04"
01-May-2026,UPI/CR/TXN157259/T_SAMANTA/YESB/Payment_fr_T_SAMANTA,,91.54,"80,924.58"
01-May-2026,UPI/CR/TXN345196/R_HALDER/YESB/Payment_fr_R_HALDER,,11.87,"80,936.45"
01-May-2026,UPI/CR/TXN426304/R_DHAR/YESB/Payment_fr_R_DHAR,,87.39,"81,023.84"
01-May-2026,UPI/CR/TXN388820/S_MUKHERJEE/YESB/Payment_fr_S_MUKHERJEE,,98.51,"81,122.35"
01-May-2026,UPI/DR/TXN343697/SUDIP_DISTRIBUTORS/HDFC/Payment_to_SUDIP_DISTRIBUTORS,492.00,,"80,630.35"
01-May-2026,UPI/CR/TXN596580/S_GHOSH/YESB/Payment_fr_S_GHOSH,,78.64,"80,708.99"
01-May-2026,UPI/CR/TXN764316/C_ROY/YESB/Payment_fr_C_ROY,,107.69,"80,816.68"
01-May-2026,UPI/CR/TXN301170/S_BASU/YESB/Payment_fr_S_BASU,,49.72,"80,866.40"
01-May-2026,UPI/CR/TXN715467/A_CHANDA/YESB/Payment_fr_A_CHANDA,,13.19,"80,879.59"
01-May-2026,UPI/CR/TXN690433/A_CHAKRABORTY/YESB/Payment_fr_A_CHAKRABORTY,,47.16,"80,926.75"
01-May-2026,UPI/CR/TXN913066/S_MALAKAR/YESB/Payment_fr_S_MALAKAR,,67.73,"80,994.48"
01-May-2026,UPI/CR/TXN388319/A_K_ROY/YESB/Payment_fr_A_K_ROY,,60.25,"81,054.73"
01-May-2026,UPI/CR/TXN826648/A_K_ROY/YESB/Payment_fr_A_K_ROY,,30.61,"81,085.34"
01-May-2026,UPI/CR/TXN393033/T_SAMANTA/YESB/Payment_fr_T_SAMANTA,,54.49,"81,139.83"
01-May-2026,UPI/CR/TXN688297/T_ROY/YESB/Payment_fr_T_ROY,,47.24,"81,187.07"
01-May-2026,UPI/CR/TXN533491/J_HALDER/YESB/Payment_fr_J_HALDER,,6.25,"81,193.32"
01-May-2026,UPI/CR/TXN746030/M_GUHA/YESB/Payment_fr_M_GUHA,,5.76,"81,199.08"
01-May-2026,UPI/CR/TXN642827/RAM_SEN/YESB/Payment_fr_RAM_SEN,,87.63,"81,286.71"
01-May-2026,UPI/CR/TXN542244/P_MANDAL/YESB/Payment_fr_P_MANDAL,,30.19,"81,316.90"
02-May-2026,UPI/CR/TXN387075/R_SHAW/YESB/Payment_fr_R_SHAW,,60.97,"81,377.87"
02-May-2026,UPI/CR/TXN305611/RAM_SEN/YESB/Payment_fr_RAM_SEN,,108.14,"81,486.01"
02-May-2026,UPI/CR/TXN456329/R_DHAR/YESB/Payment_fr_R_DHAR,,22.34,"81,508.35"
02-May-2026,UPI/CR/TXN251030/D_SEN/YESB/Payment_fr_D_SEN,,17.48,"81,525.83"
02-May-2026,UPI/CR/TXN716029/T_ROY/YESB/Payment_fr_T_ROY,,110.30,"81,636.13"
02-May-2026,UPI/CR/TXN769102/S_MALAKAR/YESB/Payment_fr_S_MALAKAR,,14.80,"81,650.93"
02-May-2026,UPI/CR/TXN207677/S_GHOSH/YESB/Payment_fr_S_GHOSH,,100.56,"81,751.49"
02-May-2026,UPI/CR/TXN597484/S_SARKAR/YESB/Payment_fr_S_SARKAR,,14.05,"81,765.54"
02-May-2026,UPI/CR/TXN637700/K_GANGULY/YESB/Payment_fr_K_GANGULY,,60.56,"81,826.10"
02-May-2026,UPI/CR/TXN286264/T_SAMANTA/YESB/Payment_fr_T_SAMANTA,,79.32,"81,905.42"
02-May-2026,UPI/CR/TXN963428/S_BAG/YESB/Payment_fr_S_BAG,,63.92,"81,969.34"
02-May-2026,UPI/CR/TXN873105/S_DUTA/YESB/Payment_fr_S_DUTA,,112.07,"82,081.41"
02-May-2026,UPI/CR/TXN236381/J_HALDER/YESB/Payment_fr_J_HALDER,,71.92,"82,153.33"
02-May-2026,UPI/CR/TXN898678/S_MUKHERJEE/YESB/Payment_fr_S_MUKHERJEE,,30.41,"82,183.74"
02-May-2026,UPI/CR/TXN782540/M_GUHA/YESB/Payment_fr_M_GUHA,,66.88,"82,250.62"
02-May-2026,UPI/DR/TXN278875/KOLKATA_GRAINS/HDFC/Payment_to_KOLKATA_GRAINS,462.20,,"81,788.42"
02-May-2026,UPI/CR/TXN419891/S_SARKAR/YESB/Payment_fr_S_SARKAR,,10.32,"81,798.74"
