Customer_ID,Full_Name,Gender,DOB,Age,Education,Occupation,Employer,Employment_Type,Industry,Annual_Income,Monthly_Income,Bank,IFSC,Account_Number,Account_Type,City,District,State,PIN,Customer_Segment,Savings_Balance,Credit_Card_Holder,Account_Open_Date,Nominee_Relation
CUST_00000491,Vrinda Tandon,Female,2001-10-15,24,Master's,Cabin crew,Nagi-Khosla,Salaried - Private,Automobile,332275.11,27689.59,IndusInd Bank,INDB0007506,214179502934,Savings,Nagpur,Nagpur,Maharashtra,440778,Mass Market,60817.16,True,2015-04-18,Mother
CUST_00000492,Liam Bedi,Male,1982-12-14,43,Bachelor's,Statistician,"Radhakrishnan, Rau and Keer",Salaried - Private,Agriculture,998229.65,83185.8,IDFC FIRST Bank,IDFB0005631,852901221143,Salary,Mysuru,Mysuru,Karnataka,570165,Affluent,202396.51,False,2011-04-06,Mother
CUST_00000493,Tristan Sem,Male,1961-03-08,65,Bachelor's,Research scientist (physical sciences),Mutti-Dani,Salaried - Private,Manufacturing,3301692.62,275141.05,Punjab National Bank,PUNB0005536,818381155849,Salary,Hyderabad,Hyderabad,Telangana,500253,HNI,2360873.79,False,2025-09-09,Daughter
CUST_00000494,Aditya Chauhan,Male,1977-07-29,49,Bachelor's,Animal technologist,"Acharya, Chand and Modi",Salaried - Private,Education,455692.03,37974.34,State Bank of India,SBIN0007620,450729307132,Savings,New Delhi,New Delhi,Delhi,110771,Mass Market,72894.02,False,2024-03-28,Son
CUST_00000495,Harshil Shan,Male,2005-12-29,20,Bachelor's,Medical physicist,Kapoor Group,Salaried - Private,Manufacturing,574162.51,47846.88,Kotak Mahindra Bank,KKBK0007857,526939501321,Savings,Nagpur,Nagpur,Maharashtra,440825,Mass Market,50309.77,True,2015-04-24,Daughter
CUST_00000496,Warjas Patla,Male,1993-10-24,32,Bachelor's,Clothing/textile technologist,Kapadia Inc,Self-Employed Business,Education,1701295.84,141774.65,Punjab National Bank,PUNB0004643,687063266109,Savings,Kanpur,Kanpur Nagar,Uttar Pradesh,208467,Affluent,199383.18,True,2015-06-18,Daughter
CUST_00000497,Madhav Vig,Male,1976-01-15,50,Bachelor's,Claims inspector/assessor,Gala Group,Self-Employed Professional,Manufacturing,209445.42,17453.78,ICICI Bank,ICIC0003967,204341008026,Savings,Noida,Gautam Buddha Nagar,Uttar Pradesh,201858,Mass Market,30853.93,False,2012-03-31,Mother
CUST_00000498,Samarth Chhabra,Male,1969-10-28,56,Master's,"Engineer, building services",Dara Group,Salaried - Private,Telecom,250645.54,20887.13,IndusInd Bank,INDB0003999,851391314460,Savings,Vadodara,Vadodara,Gujarat,390191,Mass Market,66191.11,False,2013-06-13,Father
CUST_00000499,Girish Nigam,Male,1962-03-18,64,Bachelor's,Patent examiner,Dasgupta Group,Self-Employed Professional,Retail & E-commerce,4075389.63,339615.8,Axis Bank,UTIB0006031,965094342411,Current,Surat,Surat,Gujarat,395366,HNI,2260981.72,False,2017-04-26,Daughter
CUST_00000500,Zayyan Desai,Male,2006-09-11,19,Bachelor's,"Accountant, chartered management","Bava, Sant and Subramanian",Salaried - Private,Manufacturing,1556329.23,129694.1,Canara Bank,CNRB0002929,157855514041,Savings,Mysuru,Mysuru,Karnataka,570299,Affluent,320975.23,False,2024-10-15,Daughter
CUST_00000501,Hema Ghose,Female,1994-07-27,32,High School,"Conservation officer, historic buildings",Ram Ltd,Self-Employed Business,Banking & Finance,534759.68,44563.31,Bank of Baroda,BARB0009680,552252994280,Savings,Mumbai,Mumbai City,Maharashtra,400240,Mass Market,33485.02,False,2019-08-10,Father
CUST_00000502,Naveen Thaman,Male,2002-05-30,24,Master's,Personal assistant,"Kothari, Mahal and Rao",Salaried - Private,Retail & E-commerce,309556.68,25796.39,Bank of Baroda,BARB0008496,444212526725,Savings,New Delhi,New Delhi,Delhi,110599,Mass Market,43832.08,True,2025-06-01,Mother
CUST_00000503,Manan Sethi,Male,1998-06-07,28,High School,Unemployed,N/A,Unemployed,None,5403180.26,450265.02,ICICI Bank,ICIC0006134,162854694491,Savings,Pune,Pune,Maharashtra,411380,HNI,1929578.79,False,2012-03-18,Father
CUST_00000504,Yashvi Mistry,Female,2000-06-02,26,Master's,Sports development officer,Kalla-Iyer,Salaried - Private,Healthcare,1078671.21,89889.27,IDFC FIRST Bank,IDFB0003595,965391144066,Savings,Bengaluru,Bengaluru Urban,Karnataka,560729,Affluent,446132.92,False,2013-05-10,Son
CUST_00000505,Maanav Pai,Male,2004-06-24,22,Bachelor's,Consulting civil engineer,"Gokhale, Thakur and Naidu",Salaried - Private,Automobile,3776992.92,314749.41,Bank of Baroda,BARB0007609,522957213576,Savings,Mumbai,Mumbai City,Maharashtra,400646,HNI,1707782.15,True,2021-05-13,Father
CUST_00000506,Patrick Srinivasan,Male,1986-11-23,39,Bachelor's,Pensions consultant,"Walla, Mangal and Sami",Salaried - Private,Telecom,355620.81,29635.07,Punjab National Bank,PUNB0001230,456018456552,Salary,Chennai,Chennai,Tamil Nadu,600792,Mass Market,57281.66,True,2022-12-06,Spouse
CUST_00000507,Chatresh Bakshi,Male,1976-05-26,50,High School,Astronomer,"Bhalla, Iyengar and Loke",Salaried - Private,Automobile,433028.77,36085.73,Axis Bank,UTIB0004707,440781387392,Savings,New Delhi,New Delhi,Delhi,110492,Mass Market,13900.4,True,2022-01-01,Daughter
CUST_00000508,Gaurika Mangat,Female,1992-02-14,34,Master's,Dancer,Merchant and Sons,Salaried - Private,Services,544732.0,45394.33,Kotak Mahindra Bank,KKBK0003736,426613873331,Savings,Warangal,Warangal,Telangana,506845,Mass Market,69631.86,True,2022-01-21,Daughter
CUST_00000509,Amol Parmer,Male,1998-11-29,27,Bachelor's,"Civil engineer, consulting","Kapur, Ramachandran and Khanna",Salaried - Private,Services,424966.0,35413.83,IndusInd Bank,INDB0006535,474236775995,Salary,Lucknow,Lucknow,Uttar Pradesh,226868,Mass Market,2825.09,True,2018-03-05,Father
CUST_00000510,Maanas Batta,Male,2004-10-02,21,Bachelor's,Naval architect,Munshi-Bhagat,Salaried - Private,Healthcare,6535909.84,544659.15,Bank of Baroda,BARB0001313,345794184954,Salary,New Delhi,New Delhi,Delhi,110851,HNI,978002.28,True,2010-03-17,Spouse
CUST_00000511,Ladli Jain,Female,1988-11-09,37,Bachelor's,Probation officer,Pillai PLC,Salaried - Govt,Services,358970.92,29914.24,IndusInd Bank,INDB0003768,499960935218,Salary,Pune,Pune,Maharashtra,411997,Mass Market,62762.54,True,2018-09-29,Sibling
CUST_00000512,Guneet Hari,Male,1971-11-24,54,Master's,Pensioner,N/A,Retired,Government/Services,369024.63,30752.05,Kotak Mahindra Bank,KKBK0009761,154215951069,Salary,Nagpur,Nagpur,Maharashtra,440210,Mass Market,26634.16,True,2012-11-02,Sibling
CUST_00000513,Baljiwan Grover,Male,2006-08-16,19,Bachelor's,"Scientist, audiological",Purohit Inc,Salaried - Private,Information Technology,365684.95,30473.75,State Bank of India,SBIN0002897,587121341878,Savings,Kolkata,Kolkata,West Bengal,700660,Mass Market,26411.29,False,2016-11-08,Mother
CUST_00000514,Kevin De,Male,1964-12-21,61,Bachelor's,Freight forwarder,Narayanan Group,Self-Employed Business,Real Estate,877019.83,73084.99,ICICI Bank,ICIC0004366,854605103833,Savings,Pune,Pune,Maharashtra,411530,Affluent,109699.79,True,2021-05-09,Sibling
CUST_00000515,Faras Baral,Male,1964-08-06,62,Bachelor's,IT trainer,"Behl, Mitra and Swaminathan",Salaried - Private,Banking & Finance,344602.44,28716.87,IndusInd Bank,INDB0005423,768394826945,Savings,Delhi,East Delhi,Delhi,110950,Mass Market,52892.95,False,2022-08-21,Spouse
CUST_00000516,Praneel Bora,Male,1997-05-08,29,Master's,"Investment banker, corporate","Kannan, Gour and Verma",Self-Employed Business,Agriculture,276597.38,23049.78,IDFC FIRST Bank,IDFB0002928,225768267912,Savings,Mysuru,Mysuru,Karnataka,570303,Mass Market,32025.19,False,2011-02-03,Daughter
CUST_00000517,Zayyan Dutta,Male,1978-03-23,48,Master's,Software engineer,Chanda-Palla,Self-Employed Professional,Education,1314585.89,109548.82,Kotak Mahindra Bank,KKBK0009571,323222849485,Salary,Vadodara,Vadodara,Gujarat,390519,Affluent,112526.79,True,2013-07-16,Mother
CUST_00000518,Hredhaan Narula,Male,1973-10-24,52,Diploma,Hospital doctor,Wali Group,Salaried - Private,Healthcare,16248060.32,1354005.03,State Bank of India,SBIN0009980,856806282952,Current,Lucknow,Lucknow,Uttar Pradesh,226340,Ultra HNI,24733682.86,False,2025-12-11,Spouse
CUST_00000519,Aayush Contractor,Male,1991-05-16,35,Bachelor's,Product designer,Kohli Inc,Self-Employed Business,Information Technology,376426.11,31368.84,HDFC Bank,HDFC0002809,730652520041,Savings,Noida,Gautam Buddha Nagar,Uttar Pradesh,201192,Mass Market,47215.47,True,2020-12-02,Daughter
CUST_00000520,Naveen Raj,Male,2004-03-16,22,Bachelor's,Clothing/textile technologist,Kunda-Zachariah,Self-Employed Business,Banking & Finance,572461.88,47705.16,HDFC Bank,HDFC0005192,356170475909,Salary,Lucknow,Lucknow,Uttar Pradesh,226370,Mass Market,52303.4,False,2021-08-01,Son
CUST_00000521,Amaira Varughese,Female,1999-05-01,27,High School,Minerals surveyor,"Trivedi, Sehgal and Sur",Self-Employed Business,Information Technology,553763.62,46146.97,HDFC Bank,HDFC0003862,146704077606,Savings,Warangal,Warangal,Telangana,506920,Mass Market,74413.28,True,2010-09-14,Sibling
CUST_00000522,Inaya Nagi,Female,1983-04-25,43,Diploma,Chief Operating Officer,Yogi PLC,Self-Employed Business,Retail & E-commerce,232901.18,19408.43,Bank of Baroda,BARB0002898,108787026740,Salary,New Delhi,New Delhi,Delhi,110436,Mass Market,73478.06,False,2010-02-12,Mother
CUST_00000523,Bhavini Kade,Female,1991-06-11,35,Diploma,"Engineer, production","Samra, Chawla and Jha",Self-Employed Professional,Real Estate,433323.05,36110.25,IDFC FIRST Bank,IDFB0005395,906931908046,Savings,Mysuru,Mysuru,Karnataka,570934,Mass Market,51824.87,True,2018-08-09,Mother
CUST_00000524,Teerth Bora,Male,1995-06-03,31,Bachelor's,"Designer, exhibition/display",Sharaf Ltd,Salaried - Private,Healthcare,277999.79,23166.65,HDFC Bank,HDFC0007566,398313562175,Salary,Howrah,Howrah,West Bengal,711919,Mass Market,47649.1,False,2015-04-23,Son
CUST_00000525,Caleb Borah,Male,1959-06-06,67,High School,Food technologist,"Bobal, Kari and Kuruvilla",Salaried - Private,Automobile,536767.49,44730.62,ICICI Bank,ICIC0002852,865073311572,Salary,Mumbai,Mumbai City,Maharashtra,400206,Mass Market,5284.77,True,2016-07-09,Son
CUST_00000526,Umang Ravel,Male,1979-02-10,47,Master's,Adult guidance worker,Dani-Warrior,Salaried - Private,Services,185746.61,15478.88,Canara Bank,CNRB0008178,770793406340,Savings,Howrah,Howrah,West Bengal,711726,Mass Market,7956.71,False,2010-02-04,Spouse
CUST_00000527,Azad Bath,Male,1993-01-11,33,Bachelor's,"Buyer, industrial",Thakkar-Cherian,Salaried - Private,Automobile,253351.82,21112.65,ICICI Bank,ICIC0008914,636529023947,Salary,Mysuru,Mysuru,Karnataka,570551,Mass Market,23603.04,False,2014-08-21,Spouse
CUST_00000528,Nidhi Chadha,Female,1971-03-29,55,High School,Primary school teacher,Rana-Balasubramanian,Self-Employed Business,Banking & Finance,416846.22,34737.18,Kotak Mahindra Bank,KKBK0006148,873147199968,Savings,Madurai,Madurai,Tamil Nadu,625994,Mass Market,38520.33,True,2017-08-01,Mother
CUST_00000529,Imaran Deshpande,Male,1995-06-01,31,Diploma,Sports administrator,Dhawan-Misra,Self-Employed Business,Agriculture,240178.21,20014.85,IndusInd Bank,INDB0002560,827708540626,Savings,Coimbatore,Coimbatore,Tamil Nadu,641454,Mass Market,54174.47,False,2020-11-01,Sibling
CUST_00000530,Rachit Apte,Male,1985-05-16,41,Bachelor's,"Surveyor, building control",Dasgupta Inc,Self-Employed Business,Automobile,1817449.92,151454.16,Bank of Baroda,BARB0003435,774257430881,Current,Mumbai,Mumbai City,Maharashtra,400758,Affluent,321853.27,True,2010-01-30,Father
CUST_00000531,Ronith Yogi,Male,1985-01-23,41,Diploma,Chartered certified accountant,Kade-Padmanabhan,Salaried - Private,Agriculture,446158.87,37179.91,Canara Bank,CNRB0009123,284122738154,Savings,Mysuru,Mysuru,Karnataka,570428,Mass Market,45322.68,False,2013-05-22,Father
CUST_00000532,Ekavir Dyal,Male,1966-03-03,60,Bachelor's,Warehouse manager,Hari-Contractor,Salaried - Govt,Retail & E-commerce,236522.03,19710.17,Kotak Mahindra Bank,KKBK0001824,346990380779,Salary,Howrah,Howrah,West Bengal,711936,Mass Market,8892.58,False,2012-11-25,Father
CUST_00000533,Avni Shenoy,Female,1990-02-09,36,Bachelor's,"Buyer, industrial",Bhavsar-Krishna,Salaried - Private,Banking & Finance,486154.46,40512.87,Canara Bank,CNRB0008277,730506616227,Savings,Noida,Gautam Buddha Nagar,Uttar Pradesh,201977,Mass Market,58926.92,True,2011-07-28,Son
CUST_00000534,Widisha Narayanan,Female,1975-03-03,51,Bachelor's,Farm manager,Mane PLC,Salaried - Private,Real Estate,406925.75,33910.48,Punjab National Bank,PUNB0002944,649672795354,Current,Mumbai,Mumbai City,Maharashtra,400513,Mass Market,64134.0,False,2011-02-12,Son
CUST_00000535,Gunbir Nadkarni,Male,1981-11-09,44,High School,Land/geomatics surveyor,"Mohan, Dua and Patla",Salaried - Govt,Information Technology,434996.82,36249.74,IndusInd Bank,INDB0009996,967973787199,Savings,Hyderabad,Hyderabad,Telangana,500770,Mass Market,30377.02,True,2022-12-03,Sibling
CUST_00000536,Tanish Ganguly,Male,1956-11-10,69,High School,Fine artist,Sarin LLC,Salaried - Private,Real Estate,27764142.28,2313678.52,Punjab National Bank,PUNB0006953,159379258572,Salary,Coimbatore,Coimbatore,Tamil Nadu,641439,Ultra HNI,14233050.63,False,2023-06-10,Daughter
CUST_00000537,Ekalinga Narula,Male,2002-03-25,24,Master's,"Psychologist, counselling",Parmer-Mody,Salaried - Private,Services,349135.56,29094.63,IDFC FIRST Bank,IDFB0008751,824632528681,Salary,Vadodara,Vadodara,Gujarat,390563,Mass Market,51093.03,True,2017-10-16,Spouse
CUST_00000538,Chatura Gill,Male,1990-02-26,36,Bachelor's,Ceramics designer,Dey-Yohannan,Salaried - Private,Banking & Finance,471237.29,39269.77,Axis Bank,UTIB0001035,488013174302,Salary,Warangal,Warangal,Telangana,506818,Mass Market,53144.64,False,2013-02-21,Spouse
CUST_00000539,Balvan Borra,Male,2002-12-20,23,Bachelor's,"Runner, broadcasting/film/video","Balasubramanian, Ravel and Kala",Salaried - Govt,Information Technology,190789.65,15899.14,ICICI Bank,ICIC0009067,919122659797,Savings,Kolkata,Kolkata,West Bengal,700360,Mass Market,22771.52,False,2024-07-01,Daughter
CUST_00000540,Kalpit Zacharia,Male,1981-02-21,45,Master's,Database administrator,Ramanathan-Kapoor,Salaried - Private,Education,584661.58,48721.8,Axis Bank,UTIB0002978,337910678876,Savings,Noida,Gautam Buddha Nagar,Uttar Pradesh,201833,Mass Market,9887.25,False,2024-04-05,Mother
CUST_00000541,Maanav Desai,Male,1980-10-04,45,High School,"Sales professional, IT",Ranganathan LLC,Salaried - Private,Banking & Finance,425946.83,35495.57,Bank of Baroda,BARB0001761,799764532583,Savings,Mysuru,Mysuru,Karnataka,570568,Mass Market,41737.18,False,2018-01-13,Sibling
CUST_00000542,Kashvi Gandhi,Female,1995-12-16,30,High School,Counselling psychologist,Dutta-Gola,Salaried - Private,Services,285971.01,23830.92,IndusInd Bank,INDB0003205,649600571250,Savings,Nagpur,Nagpur,Maharashtra,440853,Mass Market,24467.28,False,2019-01-23,Spouse
CUST_00000543,Eta Sule,Female,2005-05-31,21,Master's,Architect,Sura and Sons,Salaried - Govt,Agriculture,1256680.45,104723.37,Bank of Baroda,BARB0008912,662315891156,Savings,New Delhi,New Delhi,Delhi,110848,Affluent,306386.21,True,2011-01-03,Father
CUST_00000544,Reva Kaur,Female,1958-11-01,67,Bachelor's,"Engineer, maintenance","Patel, Rama and Singh",Salaried - Private,Banking & Finance,2559099.3,213258.27,Bank of Baroda,BARB0006273,561213614140,Savings,Coimbatore,Coimbatore,Tamil Nadu,641507,HNI,1063123.62,False,2024-09-07,Mother
CUST_00000545,Aradhana Baral,Female,2007-07-26,19,Diploma,Jewellery designer,Verma Ltd,Self-Employed Professional,Manufacturing,497626.59,41468.88,Canara Bank,CNRB0003185,551565044693,Savings,Warangal,Warangal,Telangana,506828,Mass Market,35155.41,False,2023-04-10,Sibling
CUST_00000546,Karan Ghosh,Male,1976-03-07,50,High School,Multimedia specialist,Brahmbhatt-Varughese,Salaried - Govt,Agriculture,5271578.02,439298.17,Axis Bank,UTIB0004291,783800509229,Savings,Warangal,Warangal,Telangana,506788,HNI,530277.2,False,2014-01-10,Father
CUST_00000547,Isaac Varty,Male,1977-09-12,48,Bachelor's,Unemployed,N/A,Unemployed,None,328985.99,27415.5,ICICI Bank,ICIC0009255,862539194528,Savings,Vadodara,Vadodara,Gujarat,390218,Mass Market,31251.4,False,2023-01-28,Mother
CUST_00000548,Orinder Sur,Male,1997-10-19,28,Bachelor's,Trade mark attorney,Thaker and Sons,Self-Employed Professional,Agriculture,452258.06,37688.17,Canara Bank,CNRB0007839,923234607258,Salary,Warangal,Warangal,Telangana,506927,Mass Market,6485.58,False,2017-01-14,Spouse
CUST_00000549,Ishwar Bose,Male,1983-05-07,43,Master's,Health visitor,Doctor and Sons,Salaried - Private,Agriculture,432758.83,36063.24,HDFC Bank,HDFC0001414,260549615498,Savings,Nagpur,Nagpur,Maharashtra,440157,Mass Market,44466.78,True,2012-07-08,Father
CUST_00000550,Daniel Karpe,Male,1978-02-26,48,Bachelor's,Lawyer,"Comar, Subramaniam and Srinivas",Salaried - Private,Manufacturing,975895.68,81324.64,ICICI Bank,ICIC0005695,377813046063,Savings,New Delhi,New Delhi,Delhi,110807,Affluent,73426.12,False,2017-08-30,Mother
CUST_00000551,Gaurika Roy,Female,1957-10-10,68,Bachelor's,Armed forces logistics/support/administrative officer,Dyal and Sons,Salaried - Private,Education,1572502.01,131041.83,IndusInd Bank,INDB0001529,994893726897,Savings,Noida,Gautam Buddha Nagar,Uttar Pradesh,201730,Affluent,81712.11,False,2020-01-27,Sibling
CUST_00000552,Anmol Din,Male,1959-07-07,67,Diploma,Further education lecturer,Varughese Group,Salaried - Private,Telecom,361764.02,30147.0,IndusInd Bank,INDB0004675,811858242266,Savings,Kolkata,Kolkata,West Bengal,700623,Mass Market,45484.63,False,2019-08-04,Sibling
CUST_00000553,Adya Mander,Female,2005-10-31,20,Bachelor's,"Engineer, technical sales",Sinha-Subramaniam,Self-Employed Business,Manufacturing,380272.33,31689.36,State Bank of India,SBIN0007251,556931067925,Salary,Vadodara,Vadodara,Gujarat,390155,Mass Market,47996.8,False,2012-09-23,Spouse
CUST_00000554,Samesh Dhar,Male,1997-11-25,28,Master's,"Education officer, environmental","Vaidya, Lalla and Ganesh",Salaried - Private,Telecom,2347692.45,195641.04,Kotak Mahindra Bank,KKBK0004327,589068433210,Salary,Madurai,Madurai,Tamil Nadu,625821,Affluent,120861.41,True,2021-08-02,Sibling
CUST_00000555,Onveer Setty,Male,1987-08-11,38,Bachelor's,Broadcast presenter,Radhakrishnan Group,Salaried - Govt,Automobile,7509105.22,625758.77,Punjab National Bank,PUNB0009955,764596582306,Salary,Madurai,Madurai,Tamil Nadu,625298,HNI,1410683.7,False,2012-02-12,Mother
CUST_00000556,Abhiram Jain,Male,1983-10-10,42,Doctorate,Retail merchandiser,"Saini, Doctor and Char",Salaried - Private,Real Estate,1104602.55,92050.21,ICICI Bank,ICIC0002220,908200296039,Savings,Mysuru,Mysuru,Karnataka,570141,Affluent,102871.86,False,2012-11-02,Son
CUST_00000557,Anirudh Wali,Male,1982-10-07,43,High School,Commercial/residential surveyor,Subramaniam Ltd,Salaried - Govt,Manufacturing,5312436.78,442703.07,IndusInd Bank,INDB0005329,276652290637,Savings,Hyderabad,Hyderabad,Telangana,500438,HNI,854298.83,True,2012-02-01,Son
CUST_00000558,Aachal Sankar,Female,1983-09-27,42,Master's,Metallurgist,Wagle Group,Salaried - Govt,Telecom,515909.01,42992.42,ICICI Bank,ICIC0001654,754220714413,Salary,Nagpur,Nagpur,Maharashtra,440730,Mass Market,42492.15,False,2013-09-02,Sibling
CUST_00000559,Warda Raj,Female,1974-10-28,51,Bachelor's,Teaching laboratory technician,Sandal and Sons,Salaried - Private,Manufacturing,6512465.07,542705.42,Canara Bank,CNRB0006866,959306479813,Savings,Vadodara,Vadodara,Gujarat,390325,HNI,1670687.99,False,2014-01-27,Father
CUST_00000560,Jackson Chacko,Male,1971-05-01,55,High School,Speech and language therapist,Kurian-Gulati,Salaried - Private,Agriculture,500750.75,41729.23,HDFC Bank,HDFC0009276,555951024426,Savings,Kolkata,Kolkata,West Bengal,700457,Mass Market,40208.3,False,2010-02-01,Father
CUST_00000561,Aarush Virk,Male,1962-09-25,63,Bachelor's,Actor,Jha-Mutti,Salaried - Private,Education,264963.46,22080.29,Punjab National Bank,PUNB0006424,423672162075,Savings,Madurai,Madurai,Tamil Nadu,625643,Mass Market,30229.62,False,2016-07-16,Son
CUST_00000562,Chatresh Dubey,Male,1978-10-01,47,Bachelor's,Textile designer,Lal-Wason,Salaried - Private,Agriculture,532441.58,44370.13,State Bank of India,SBIN0002879,480830190882,Savings,Noida,Gautam Buddha Nagar,Uttar Pradesh,201757,Mass Market,12608.85,True,2016-10-10,Daughter
CUST_00000563,Qadim Majumdar,Male,2008-02-24,18,Bachelor's,Occupational psychologist,Sachdev PLC,Salaried - Govt,Services,1604172.62,133681.05,Axis Bank,UTIB0001653,517990241677,Savings,Mysuru,Mysuru,Karnataka,570362,Affluent,433916.41,True,2022-07-16,Daughter
CUST_00000564,Wyatt Gola,Male,1975-11-06,50,High School,"Surveyor, building control",Kulkarni-Mohanty,Salaried - Govt,Telecom,199145.77,16595.48,Kotak Mahindra Bank,KKBK0001404,670849841086,Salary,Vadodara,Vadodara,Gujarat,390922,Mass Market,71055.87,False,2019-03-30,Daughter
CUST_00000565,Rushil Devi,Male,2001-01-14,25,High School,Commissioning editor,"Karpe, Sekhon and Edwin",Salaried - Private,Real Estate,231779.19,19314.93,Canara Bank,CNRB0001718,313251689808,Savings,Vadodara,Vadodara,Gujarat,390184,Mass Market,39855.0,False,2011-08-09,Spouse
CUST_00000566,Sai Nigam,Male,1998-03-24,28,Doctorate,Visual merchandiser,"Ben, Dyal and Ramachandran",Self-Employed Professional,Healthcare,3483429.82,290285.82,IndusInd Bank,INDB0009736,787226251992,Savings,Bengaluru,Bengaluru Urban,Karnataka,560786,HNI,1202492.9,True,2025-06-06,Sibling
CUST_00000567,Aarnav Chand,Male,1999-05-23,27,Bachelor's,Public affairs consultant,"Saran, Chakrabarti and Bhatt",Salaried - Govt,Education,385650.51,32137.54,Bank of Baroda,BARB0002702,689293477076,Savings,Kolkata,Kolkata,West Bengal,700864,Mass Market,32327.34,True,2014-03-18,Sibling
CUST_00000568,Qasim Buch,Male,1988-04-04,38,High School,Pensioner,N/A,Retired,Government/Services,486035.64,40502.97,ICICI Bank,ICIC0001389,887951372538,Savings,Ahmedabad,Ahmedabad,Gujarat,380189,Mass Market,25021.55,True,2021-08-04,Spouse
CUST_00000569,Sai Verma,Male,1971-07-01,55,High School,"Therapist, speech and language",Gill Ltd,Self-Employed Professional,Information Technology,409710.13,34142.51,ICICI Bank,ICIC0005127,179706364742,Current,Coimbatore,Coimbatore,Tamil Nadu,641517,Mass Market,36681.56,True,2017-11-28,Son
CUST_00000570,Abdul Jaggi,Male,2000-10-22,25,Diploma,"Scientist, marine",Hayer-Bandi,Self-Employed Professional,Real Estate,19626820.59,1635568.38,Bank of Baroda,BARB0008094,118538815076,Salary,Kolkata,Kolkata,West Bengal,700647,Ultra HNI,22109068.69,True,2022-07-17,Spouse
CUST_00000571,Jack Gara,Male,1991-08-20,34,Bachelor's,Unemployed,N/A,Unemployed,None,515646.35,42970.53,IDFC FIRST Bank,IDFB0002036,919290612257,Salary,Nagpur,Nagpur,Maharashtra,440968,Mass Market,26396.07,True,2015-10-03,Spouse
CUST_00000572,Aadi Dugar,Male,1961-02-14,65,Master's,Health and safety adviser,Pandit-Rana,Self-Employed Business,Retail & E-commerce,707311.19,58942.6,IndusInd Bank,INDB0002738,964533265186,Savings,Hyderabad,Hyderabad,Telangana,500388,Affluent,326820.22,True,2016-06-27,Son
CUST_00000573,Harish Vasa,Male,1957-05-29,69,Bachelor's,Broadcast presenter,Mane Ltd,Salaried - Govt,Government,15408692.55,1284057.71,Bank of Baroda,BARB0001504,273834453435,Savings,Chennai,Chennai,Tamil Nadu,600864,Ultra HNI,17535489.04,True,2023-04-11,Son
CUST_00000574,Owen Palan,Male,2006-09-01,19,Master's,Health and safety inspector,Hayer Group,Self-Employed Business,Agriculture,9935649.1,827970.76,Kotak Mahindra Bank,KKBK0003360,844309485120,Savings,Ahmedabad,Ahmedabad,Gujarat,380666,HNI,837462.32,False,2024-11-15,Daughter
CUST_00000575,Aarnav Lal,Male,1965-09-14,60,Bachelor's,Risk manager,Bora PLC,Salaried - Private,Healthcare,421749.24,35145.77,HDFC Bank,HDFC0001684,727086828207,Savings,Kolkata,Kolkata,West Bengal,700412,Mass Market,13786.42,False,2014-09-16,Father
CUST_00000576,Dalbir Varghese,Male,2006-04-29,20,Diploma,Soil scientist,"Krishna, Savant and Purohit",Self-Employed Professional,Telecom,329029.38,27419.12,Punjab National Bank,PUNB0004469,256820219736,Savings,New Delhi,New Delhi,Delhi,110326,Mass Market,58955.52,True,2019-01-04,Daughter
CUST_00000577,Keya Nori,Female,2006-07-24,20,Bachelor's,Proofreader,"Sharma, Bala and Subramaniam",Self-Employed Professional,Manufacturing,1698194.26,141516.19,Axis Bank,UTIB0002877,835218334212,Savings,Nagpur,Nagpur,Maharashtra,440572,Affluent,245271.07,True,2011-11-11,Sibling
CUST_00000578,Bahadurjit Raja,Male,1989-07-15,37,Bachelor's,English as a second language teacher,"Karpe, Mutti and Sachar",Salaried - Govt,Agriculture,182715.03,15226.25,HDFC Bank,HDFC0005762,175899310230,Savings,Hyderabad,Hyderabad,Telangana,500302,Mass Market,38225.46,False,2025-04-14,Sibling
CUST_00000579,Yauvani Wason,Female,1957-02-11,69,High School,General practice doctor,Mani Inc,Salaried - Govt,Services,3725510.43,310459.2,Canara Bank,CNRB0006420,238972851068,Savings,Chennai,Chennai,Tamil Nadu,600391,HNI,1390463.93,False,2016-05-19,Daughter
CUST_00000580,Onveer Borra,Male,1985-06-05,41,Bachelor's,"Editor, magazine features",Murthy-Pandya,Salaried - Govt,Banking & Finance,953329.74,79444.15,Axis Bank,UTIB0006206,596007997151,Salary,Vadodara,Vadodara,Gujarat,390775,Affluent,59025.8,False,2013-07-01,Mother
CUST_00000581,Lipika Goswami,Female,2005-10-29,20,Bachelor's,Energy manager,Iyengar-Keer,Self-Employed Business,Telecom,494941.17,41245.1,IDFC FIRST Bank,IDFB0003496,725199285280,Savings,Surat,Surat,Gujarat,395538,Mass Market,68652.03,True,2021-10-07,Father
CUST_00000582,Kevin Jhaveri,Male,1968-07-09,58,High School,Fisheries officer,"Parekh, Dugal and Chhabra",Salaried - Private,Information Technology,413156.19,34429.68,Punjab National Bank,PUNB0005033,343892553084,Savings,Howrah,Howrah,West Bengal,711960,Mass Market,44923.39,False,2011-12-02,Mother
